"module name","license","repository"
"lodash.escaperegexp@4.1.2","MIT","https://github.com/lodash/lodash"
"lodash.flatten@4.4.0","MIT","https://github.com/lodash/lodash"
"lodash.groupby@4.6.0","MIT","https://github.com/lodash/lodash"
"lodash.isboolean@3.0.3","MIT","https://github.com/lodash/lodash"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.isfunction@3.0.9","MIT","https://github.com/lodash/lodash"
"lodash.isnil@4.0.0","MIT","https://github.com/lodash/lodash"
"lodash.isplainobject@4.0.6","MIT","https://github.com/lodash/lodash"
"lodash.isundefined@3.0.1","MIT","https://github.com/lodash/lodash"
"lodash.union@4.6.0","MIT","https://github.com/lodash/lodash"
"lodash.uniq@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash@4.17.21","MIT","https://github.com/lodash/lodash"
"long@4.0.0","Apache-2.0","https://github.com/dcodeIO/long.js"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"lru-cache@10.4.3","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@11.1.0","ISC","https://github.com/isaacs/node-lru-cache"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lucide-react@0.445.0","ISC","https://github.com/lucide-icons/lucide"
"luxon@3.7.1","MIT","https://github.com/moment/luxon"
"magic-string@0.30.8","MIT","https://github.com/rich-harris/magic-string"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"memoize-one@6.0.0","MIT","https://github.com/alexreardon/memoize-one"
"merge2@1.4.1","MIT","https://github.com/teambition/merge2"
"micromatch@4.0.8","MIT","https://github.com/micromatch/micromatch"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"minimatch@10.0.3","ISC","https://github.com/isaacs/minimatch"
"minimatch@3.1.2","ISC","https://github.com/isaacs/minimatch"
"minimatch@5.1.6","ISC","https://github.com/isaacs/minimatch"
"minimatch@8.0.4","ISC","https://github.com/isaacs/minimatch"
"minimatch@9.0.5","ISC","https://github.com/isaacs/minimatch"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"minipass@4.2.8","ISC","https://github.com/isaacs/minipass"
"minipass@7.1.2","ISC","https://github.com/isaacs/minipass"
"mkdirp@0.5.6","MIT","https://github.com/substack/node-mkdirp"
"ml-array-max@1.2.4","MIT","https://github.com/mljs/array"
"ml-array-min@1.2.3","MIT","https://github.com/mljs/array"
"ml-array-rescale@1.3.7","MIT","https://github.com/mljs/array"
"ml-matrix@6.12.1","MIT","https://github.com/mljs/matrix"
"moment-timezone@0.5.48","MIT","https://github.com/moment/moment-timezone"
"moment@2.30.1","MIT","https://github.com/moment/moment"
"motion-dom@11.18.1","MIT","https://github.com/motiondivision/motion"
"motion-utils@11.18.1","MIT","https://github.com/motiondivision/motion"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"mz@2.7.0","MIT","https://github.com/normalize/mz"
"nanoid@3.3.11","MIT","https://github.com/ai/nanoid"
"next-themes@0.3.0","MIT","https://github.com/pacocoursey/next-themes"
"node-domexception@1.0.0","MIT","https://github.com/jimmywarting/node-domexception"
"node-fetch@2.6.13","MIT","https://github.com/bitinn/node-fetch"
"node-fetch@2.7.0","MIT","https://github.com/bitinn/node-fetch"
"node-fetch@3.3.2","MIT","https://github.com/node-fetch/node-fetch"
"node-releases@2.0.19","MIT","https://github.com/chicoxyzzy/node-releases"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-hash@3.0.0","MIT","https://github.com/puleos/object-hash"
"object-inspect@1.13.4","MIT","https://github.com/inspect-js/object-inspect"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"openai@5.16.0","Apache-2.0","https://github.com/openai/openai-node"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"package-json-from-dist@1.0.1","BlueOak-1.0.0","https://github.com/isaacs/package-json-from-dist"
"pako@1.0.11","(MIT AND Zlib)","https://github.com/nodeca/pako"
"pako@2.1.0","(MIT AND Zlib)","https://github.com/nodeca/pako"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-scurry@1.11.1","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"path-scurry@2.0.0","BlueOak-1.0.0","https://github.com/isaacs/path-scurry"
"performance-now@2.1.0","MIT","https://github.com/braveg1rl/performance-now"
"pg-cloudflare@1.2.7","MIT","https://github.com/brianc/node-postgres"
"pg-connection-string@2.9.1","MIT","https://github.com/brianc/node-postgres"
"pg-int8@1.0.1","ISC","https://github.com/charmander/pg-int8"
"pg-pool@3.10.1","MIT","https://github.com/brianc/node-postgres"
"pg-protocol@1.10.3","MIT","https://github.com/brianc/node-postgres"
"pg-types@2.2.0","MIT","https://github.com/brianc/node-pg-types"
"pg@8.16.3","MIT","https://github.com/brianc/node-postgres"
"pgpass@1.0.5","MIT","https://github.com/hoegaarden/pgpass"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"pify@2.3.0","MIT","https://github.com/sindresorhus/pify"
"pirates@4.0.7","MIT","https://github.com/danez/pirates"
"popper.js@1.16.1","MIT","https://github.com/FezVrasta/popper.js"
"postcss-import@15.1.0","MIT","https://github.com/postcss/postcss-import"
"postcss-js@4.0.1","MIT","https://github.com/postcss/postcss-js"
"postcss-load-config@4.0.2","MIT","https://github.com/postcss/postcss-load-config"
"postcss-nested@6.2.0","MIT","https://github.com/postcss/postcss-nested"
"postcss-selector-parser@6.1.2","MIT","https://github.com/postcss/postcss-selector-parser"
"postcss-value-parser@4.2.0","MIT","https://github.com/TrySound/postcss-value-parser"
"postcss@8.5.6","MIT","https://github.com/postcss/postcss"
"postgres-array@2.0.0","MIT","https://github.com/bendrucker/postgres-array"
"postgres-bytea@1.0.0","MIT","https://github.com/bendrucker/postgres-bytea"
"postgres-date@1.0.7","MIT","https://github.com/bendrucker/postgres-date"
"postgres-interval@1.2.0","MIT","https://github.com/bendrucker/postgres-interval"
"process-nextick-args@2.0.1","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"progress@2.0.3","MIT","https://github.com/visionmedia/node-progress"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"proxy-from-env@1.1.0","MIT","https://github.com/Rob--W/proxy-from-env"
"qs@6.14.0","BSD-3-Clause","https://github.com/ljharb/qs"
"queue-microtask@1.2.3","MIT","https://github.com/feross/queue-microtask"
"raf@3.4.1","MIT","https://github.com/chrisdickinson/raf"
"react-big-calendar@1.19.4","MIT","https://github.com/jquense/react-big-calendar"
"react-chartjs-2@5.3.0","MIT","https://github.com/reactchartjs/react-chartjs-2"
"react-cookie-consent@9.0.0","MIT","https://github.com/Mastermindzh/react-cookie-consent"
"react-day-picker@8.10.1","MIT","https://github.com/gpbl/react-day-picker"
"react-dom@18.3.1","MIT","https://github.com/facebook/react"
"react-draggable@4.5.0","MIT","https://github.com/react-grid-layout/react-draggable"
"react-floater@0.7.9","MIT","https://github.com/gilbarbara/react-floater"
"react-grid-layout@1.5.2","MIT","https://github.com/STRML/react-grid-layout"
"react-hook-form@7.62.0","MIT","https://github.com/react-hook-form/react-hook-form"
"react-hot-toast@2.6.0","MIT","https://github.com/timolins/react-hot-toast"
"react-i18next@15.7.3","MIT","https://github.com/i18next/react-i18next"
"react-innertext@1.1.5","MIT","https://github.com/CharlesStover/react-innertext"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-is@18.3.1","MIT","https://github.com/facebook/react"
"react-joyride@2.9.3","MIT","https://github.com/gilbarbara/react-joyride"
"react-lifecycles-compat@3.0.4","MIT","https://github.com/reactjs/react-lifecycles-compat"
"react-overlays@5.2.1","MIT","https://github.com/react-bootstrap/react-overlays"
"react-remove-scroll-bar@2.3.8","MIT","https://github.com/theKashey/react-remove-scroll-bar"
"react-remove-scroll@2.7.1","MIT","https://github.com/theKashey/react-remove-scroll"
"react-resizable-panels@2.1.9","MIT","https://github.com/bvaughn/react-resizable-panels"
"react-resizable@3.0.5","MIT","https://github.com/react-grid-layout/react-resizable"
"react-router-dom@6.30.1","MIT","https://github.com/remix-run/react-router"
"react-router@6.30.1","MIT","https://github.com/remix-run/react-router"
"react-smooth@4.0.4","MIT","https://github.com/recharts/react-smooth"
"react-style-singleton@2.2.3","MIT","https://github.com/theKashey/react-style-singleton"
"react-toastify@11.0.5","MIT","https://github.com/fkhadra/react-toastify"
"react-transition-group@4.4.5","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react@18.3.1","MIT","https://github.com/facebook/react"
"read-cache@1.0.0","MIT","https://github.com/TrySound/read-cache"
"readable-stream@2.3.8","MIT","https://github.com/nodejs/readable-stream"
"readable-stream@3.6.2","MIT","https://github.com/nodejs/readable-stream"
"readdir-glob@1.1.3","Apache-2.0","https://github.com/Yqnn/node-readdir-glob"
"readdirp@3.6.0","MIT","https://github.com/paulmillr/readdirp"
"recharts-scale@0.4.5","MIT","https://github.com/recharts/recharts-scale"
"recharts@2.15.4","MIT","https://github.com/recharts/recharts"
"regenerator-runtime@0.13.11","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"resize-observer-polyfill@1.5.1","MIT","https://github.com/que-etc/resize-observer-polyfill"
"resolve@1.22.10","MIT","https://github.com/browserify/resolve"
"reusify@1.1.0","MIT","https://github.com/mcollina/reusify"
"rgbcolor@1.0.1","MIT*","https://github.com/yetzt/node-rgbcolor"
"rimraf@2.7.1","ISC","https://github.com/isaacs/rimraf"
"robust-predicates@3.0.2","Unlicense","https://github.com/mourner/robust-predicates"
"run-parallel@1.2.0","MIT","https://github.com/feross/run-parallel"
"rw@1.3.3","BSD-3-Clause","https://github.com/mbostock/rw"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"sax@1.4.1","ISC","https://github.com/isaacs/sax-js"
"saxes@5.0.1","ISC","https://github.com/lddubeau/saxes"
"scheduler@0.23.2","MIT","https://github.com/facebook/react"
"scroll@3.0.1","MIT","https://github.com/michaelrhodes/scroll"
"scrollparent@2.1.0","ISC","https://github.com/olahol/scrollparent.js"
"seedrandom@3.0.5","MIT","https://github.com/davidbau/seedrandom"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"setimmediate@1.0.5","MIT","https://github.com/YuzuJS/setImmediate"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"side-channel-list@1.0.0","MIT","https://github.com/ljharb/side-channel-list"
"side-channel-map@1.0.1","MIT","https://github.com/ljharb/side-channel-map"
"side-channel-weakmap@1.0.2","MIT","https://github.com/ljharb/side-channel-weakmap"
"side-channel@1.1.0","MIT","https://github.com/ljharb/side-channel"
"signal-exit@4.1.0","ISC","https://github.com/tapjs/signal-exit"
"simple-statistics@7.8.8","ISC","https://github.com/simple-statistics/simple-statistics"
"sonner@1.7.4","MIT","https://github.com/emilkowalski/sonner"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"split2@4.2.0","ISC","https://github.com/mcollina/split2"
"sprintf-js@1.0.3","BSD-3-Clause","https://github.com/alexei/sprintf.js"
"ssf@0.11.2","Apache-2.0","https://github.com/SheetJS/ssf"
"stackblur-canvas@2.7.0","MIT","https://github.com/flozz/StackBlur"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string-width@5.1.2","MIT","https://github.com/sindresorhus/string-width"
"string_decoder@1.1.1","MIT","https://github.com/nodejs/string_decoder"
"string_decoder@1.3.0","MIT","https://github.com/nodejs/string_decoder"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@7.1.0","MIT","https://github.com/chalk/strip-ansi"
"stripe@18.5.0","MIT","https://github.com/stripe/stripe-node"
"sucrase@3.35.0","MIT","https://github.com/alangpierce/sucrase"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"svg-pathdata@6.0.3","MIT","https://github.com/nfroidure/svg-pathdata"
"tabbable@6.2.0","MIT","https://github.com/focus-trap/tabbable"
"tailwind-merge@2.6.0","MIT","https://github.com/dcastil/tailwind-merge"
"tailwindcss-animate@1.0.7","MIT",""
"tailwindcss@3.4.17","MIT","https://github.com/tailwindlabs/tailwindcss"
"tar-stream@2.2.0","MIT","https://github.com/mafintosh/tar-stream"
"text-segmentation@1.0.3","MIT","https://github.com/niklasvh/text-segmentation"
"thenify-all@1.6.0","MIT","https://github.com/thenables/thenify-all"
"thenify@3.3.1","MIT","https://github.com/thenables/thenify"
"tiny-invariant@1.3.3","MIT","https://github.com/alexreardon/tiny-invariant"
"tmp@0.2.5","MIT","https://github.com/raszi/node-tmp"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"tr46@0.0.3","MIT","https://github.com/Sebmaster/tr46.js"
"traverse@0.3.9","MIT*","https://github.com/substack/js-traverse"
"tree-changes@0.11.3","MIT","https://github.com/gilbarbara/tree-changes"
"tree-changes@0.9.3","MIT","https://github.com/gilbarbara/tree-changes"
"ts-interface-checker@0.1.13","Apache-2.0","https://github.com/gristlabs/ts-interface-checker"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"type-fest@4.41.0","(MIT OR CC0-1.0)","https://github.com/sindresorhus/type-fest"
"typescript@5.9.2","Apache-2.0","https://github.com/microsoft/TypeScript"
"uncontrollable@7.2.1","MIT","https://github.com/jquense/uncontrollable"
"undici-types@6.21.0","MIT","https://github.com/nodejs/undici"
"unplugin@1.0.1","MIT","https://github.com/unjs/unplugin"
"unzipper@0.10.14","MIT","https://github.com/ZJONSSON/node-unzipper"
"update-browserslist-db@1.1.3","MIT","https://github.com/browserslist/update-db"
"use-callback-ref@1.3.3","MIT","https://github.com/theKashey/use-callback-ref"
"use-sidecar@1.1.3","MIT","https://github.com/theKashey/use-sidecar"
"use-sync-external-store@1.5.0","MIT","https://github.com/facebook/react"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"utrie@1.0.2","MIT","https://github.com/niklasvh/utrie"
"uuid@8.3.2","MIT","https://github.com/uuidjs/uuid"
"vaul@0.9.9","MIT","https://github.com/emilkowalski/vaul"
"victory-vendor@36.9.2","MIT AND ISC","https://github.com/FormidableLabs/victory"
"void-elements@3.1.0","MIT","https://github.com/pugjs/void-elements"
"warning@4.0.3","MIT","https://github.com/BerkeleyTrue/warning"
"web-streams-polyfill@3.3.3","MIT","https://github.com/MattiasBuelens/web-streams-polyfill"
"web-vitals@5.1.0","Apache-2.0","https://github.com/GoogleChrome/web-vitals"
"webidl-conversions@3.0.1","BSD-2-Clause","https://github.com/jsdom/webidl-conversions"
"webpack-sources@3.3.3","MIT","https://github.com/webpack/webpack-sources"
"webpack-virtual-modules@0.5.0","MIT","https://github.com/sysgears/webpack-virtual-modules"
"whatwg-url@5.0.0","MIT","https://github.com/jsdom/whatwg-url"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"wmf@1.0.2","Apache-2.0","https://github.com/SheetJS/js-wmf"
"word@0.3.0","Apache-2.0","https://github.com/SheetJS/js-word"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrap-ansi@8.1.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@8.18.3","MIT","https://github.com/websockets/ws"
"xlsx@0.18.5","Apache-2.0","https://github.com/SheetJS/sheetjs"
"xml2js@0.6.2","MIT","https://github.com/Leonidas-from-XIV/node-xml2js"
"xmlbuilder@11.0.1","MIT","https://github.com/oozcitak/xmlbuilder-js"
"xmlchars@2.2.0","MIT","https://github.com/lddubeau/xmlchars"
"xtend@4.0.2","MIT","https://github.com/Raynos/xtend"
"y18n@5.0.8","ISC","https://github.com/yargs/y18n"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yaml@2.8.1","ISC","https://github.com/eemeli/yaml"
"yargs-parser@20.2.9","ISC","https://github.com/yargs/yargs-parser"
"yargs@16.2.0","MIT","https://github.com/yargs/yargs"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
"zip-stream@4.1.1","MIT","https://github.com/archiverjs/node-zip-stream"
"zod@3.25.76","MIT","https://github.com/colinhacks/zod"
